COUNTRY.UN_CODE,SPECIES.ALPHA_3_CODE,AREA.CODE,PRODUCTION_SOURCE_DET.CODE,MEASURE,PERIOD,VALUE,STATUS
184,MZZ,77,CAPTURE,Q_tlw,2014,184,
258,MZZ,77,CAPTURE,Q_tlw,2014,5011,
296,MZZ,71,CAPTURE,Q_tlw,2014,401,
316,MZZ,71,CAPTURE,Q_tlw,2014,26,
520,MZZ,71,CAPTURE,Q_tlw,2014,225,
540,MZZ,71,CAPTURE,Q_tlw,2014,285,
548,MZZ,34,CAPTURE,Q_tlw,2014,0,
548,MZZ,57,CAPTURE,Q_tlw,2014,0,
554,MZZ,41,CAPTURE,Q_tlw,2014,0,
554,MZZ,81,CAPTURE,Q_tlw,2014,34,
574,MZZ,81,CAPTURE,Q_tlw,2014,0,
580,MZZ,71,CAPTURE,Q_tlw,2014,11,
584,MZZ,34,CAPTURE,Q_tlw,2014,0,
876,MZZ,71,CAPTURE,Q_tlw,2014,159,
16,MZZ,77,CAPTURE,Q_tlw,2015,2,
316,MZZ,71,CAPTURE,Q_tlw,2015,25,
540,MZZ,71,CAPTURE,Q_tlw,2015,271,
548,MZZ,34,CAPTURE,Q_tlw,2015,0,
548,MZZ,57,CAPTURE,Q_tlw,2015,0,
554,MZZ,41,CAPTURE,Q_tlw,2015,0,
554,MZZ,81,CAPTURE,Q_tlw,2015,86,
574,MZZ,81,CAPTURE,Q_tlw,2015,0,
580,MZZ,71,CAPTURE,Q_tlw,2015,11,
584,MZZ,34,CAPTURE,Q_tlw,2015,0,
776,MZZ,77,CAPTURE,Q_tlw,2015,856,
876,MZZ,71,CAPTURE,Q_tlw,2015,191,
16,MZZ,77,CAPTURE,Q_tlw,2016,4,
316,MZZ,71,CAPTURE,Q_tlw,2016,19,
540,MZZ,71,CAPTURE,Q_tlw,2016,306,
548,MZZ,34,CAPTURE,Q_tlw,2016,0,
548,MZZ,57,CAPTURE,Q_tlw,2016,0,
554,MZZ,41,CAPTURE,Q_tlw,2016,0,
554,MZZ,81,CAPTURE,Q_tlw,2016,34,
574,MZZ,81,CAPTURE,Q_tlw,2016,0,
580,MZZ,71,CAPTURE,Q_tlw,2016,5,
584,MZZ,34,CAPTURE,Q_tlw,2016,0,
876,MZZ,71,CAPTURE,Q_tlw,2016,170,
16,MZZ,77,CAPTURE,Q_tlw,2017,6,
316,MZZ,71,CAPTURE,Q_tlw,2017,21,
540,MZZ,71,CAPTURE,Q_tlw,2017,262,
548,MZZ,34,CAPTURE,Q_tlw,2017,0,
548,MZZ,57,CAPTURE,Q_tlw,2017,0,
554,MZZ,41,CAPTURE,Q_tlw,2017,0,
554,MZZ,81,CAPTURE,Q_tlw,2017,66,
574,MZZ,81,CAPTURE,Q_tlw,2017,0,
580,MZZ,71,CAPTURE,Q_tlw,2017,2,
584,MZZ,34,CAPTURE,Q_tlw,2017,0,
876,MZZ,71,CAPTURE,Q_tlw,2017,206,
16,MZZ,77,CAPTURE,Q_tlw,2018,4,
90,MZZ,71,CAPTURE,Q_tlw,2018,298,
316,MZZ,71,CAPTURE,Q_tlw,2018,17,
540,MZZ,71,CAPTURE,Q_tlw,2018,120,
548,MZZ,34,CAPTURE,Q_tlw,2018,0,
548,MZZ,71,CAPTURE,Q_tlw,2018,1500,
554,MZZ,41,CAPTURE,Q_tlw,2018,0,
554,MZZ,81,CAPTURE,Q_tlw,2018,71,
574,MZZ,81,CAPTURE,Q_tlw,2018,0,
580,MZZ,71,CAPTURE,Q_tlw,2018,9,
584,MZZ,34,CAPTURE,Q_tlw,2018,0,
876,MZZ,71,CAPTURE,Q_tlw,2018,240,
16,MZZ,77,CAPTURE,Q_tlw,2019,9,
90,MZZ,71,CAPTURE,Q_tlw,2019,298,
316,MZZ,71,CAPTURE,Q_tlw,2019,9,
540,MZZ,71,CAPTURE,Q_tlw,2019,20,
548,MZZ,34,CAPTURE,Q_tlw,2019,0,
548,MZZ,57,CAPTURE,Q_tlw,2019,0,
554,MZZ,41,CAPTURE,Q_tlw,2019,0,
554,MZZ,81,CAPTURE,Q_tlw,2019,107,
574,MZZ,81,CAPTURE,Q_tlw,2019,0,
580,MZZ,71,CAPTURE,Q_tlw,2019,5,
584,MZZ,34,CAPTURE,Q_tlw,2019,0,
876,MZZ,71,CAPTURE,Q_tlw,2019,262,
